source,destination,t,this.sim
CO,BDL,2020-03-09,2
CO,BDL,2020-03-19,1
CO,BDL,2020-03-22,1
CO,ELM,2020-03-10,1
CO,EWR,2020-03-04,3
CO,EWR,2020-03-09,2
CO,EWR,2020-03-11,5
CO,EWR,2020-03-12,1
CO,EWR,2020-03-13,1
CO,EWR,2020-03-14,2
CO,EWR,2020-03-16,2
CO,EWR,2020-03-17,2
CO,EWR,2020-03-18,1
CO,EWR,2020-03-22,3
CO,EWR,2020-03-23,3
CO,EWR,2020-03-24,1
CO,EWR,2020-03-25,1
CO,EWR,2020-03-26,1
CO,EWR,2020-03-30,1
CO,JFK,2020-03-11,2
CO,JFK,2020-03-12,3
CO,JFK,2020-03-13,1
CO,JFK,2020-03-16,15
CO,JFK,2020-03-18,1
CO,JFK,2020-03-30,1
CO,LGA,2020-03-07,1
CO,LGA,2020-03-09,1
CO,LGA,2020-03-15,5
CO,LGA,2020-03-17,18
CO,LGA,2020-03-18,1
CO,LGA,2020-03-19,5
CO,LGA,2020-03-22,1
CO,LGA,2020-03-23,3
CO,LGA,2020-03-26,1
CO,LGA,2020-03-27,4
CO,LGA,2020-03-29,1
CO,LGA,2020-03-31,1
CO,ROC,2020-03-23,1
CO,SYR,2020-03-25,1
CRI,EWR,2020-03-08,1
CRI,EWR,2020-03-10,1
CT,ACY,2020-03-22,1
CT,ACY,2020-03-29,1
CT,ACY,2020-03-30,1
CT,FOK,2020-03-19,1
CT,FOK,2020-03-20,1
CT,FOK,2020-03-24,1
CT,FRG,2020-03-05,1
CT,HTO,2020-03-06,1
CT,HTO,2020-03-19,2
CT,HTO,2020-03-20,2
CT,HTO,2020-03-21,2
CT,HTO,2020-03-26,1
CT,HTO,2020-03-27,1
CT,LGA,2020-03-21,1
CT,WSH,2020-03-10,1
CT,WSH,2020-03-26,1
CZE,JFK,2020-03-10,1
DC,ALB,2020-03-07,1
DC,ALB,2020-03-14,1
DC,ALB,2020-03-15,1
DC,ALB,2020-03-30,1
DC,BDL,2020-03-08,1
DC,BDL,2020-03-12,1
DC,BDL,2020-03-20,5
DC,BDL,2020-03-21,6
DC,BDL,2020-03-23,5
DC,BDL,2020-03-24,3
DC,BDL,2020-03-26,1
DC,BDL,2020-03-28,1
DC,BDL,2020-03-30,2
DC,BUF,2020-03-08,1
DC,BUF,2020-03-12,1
DC,BUF,2020-03-17,1
DC,BUF,2020-03-21,1
DC,BUF,2020-03-24,1
DC,BUF,2020-03-28,1
DC,BUF,2020-03-31,1
DC,EWR,2020-03-05,1
DC,EWR,2020-03-13,2
DC,EWR,2020-03-14,3
DC,EWR,2020-03-17,1
DC,EWR,2020-03-22,1
DC,EWR,2020-03-27,1
DC,EWR,2020-03-28,7
DC,FID,2020-03-14,2
DC,FID,2020-03-15,1
DC,FRG,2020-03-11,1
DC,FRG,2020-03-17,1
DC,FRG,2020-03-20,1
DC,HPN,2020-03-10,1
DC,HPN,2020-03-15,1
DC,HPN,2020-03-16,1
DC,HPN,2020-03-26,1
DC,JFK,2020-03-09,1
DC,JFK,2020-03-10,2
DC,JFK,2020-03-11,1
DC,JFK,2020-03-14,2
DC,JFK,2020-03-15,1
DC,JFK,2020-03-16,9
DC,JFK,2020-03-17,2
DC,JFK,2020-03-22,4
DC,JFK,2020-03-24,3
DC,LGA,2020-03-08,6
DC,LGA,2020-03-14,16
DC,LGA,2020-03-17,7
DC,LGA,2020-03-18,3
DC,LGA,2020-03-20,15
DC,LGA,2020-03-23,2
DC,LGA,2020-03-26,4
DC,ROC,2020-03-13,1
DC,ROC,2020-03-22,2
DC,SYR,2020-03-15,5
DC,SYR,2020-03-23,1
DC,SYR,2020-03-26,2
DC,SYR,2020-03-30,1
DC,TEB,2020-03-18,1
DC,TEB,2020-03-21,1
DE,HPN,2020-03-16,1
DE,ISP,2020-03-17,1
DE,TEB,2020-03-12,1
DEU,EWR,2020-03-06,1
DEU,JFK,2020-03-01,1
DEU,JFK,2020-03-05,1
DEU,JFK,2020-03-08,5
DEU,JFK,2020-03-09,1
DEU,JFK,2020-03-10,1
DEU,JFK,2020-03-13,1
DEU,JFK,2020-03-15,8
DEU,JFK,2020-03-20,1
DEU,JFK,2020-03-28,1
DNK,EWR,2020-03-01,1
DNK,EWR,2020-03-27,1
DNK,JFK,2020-03-25,1
DOM,EWR,2020-03-22,1
DOM,JFK,2020-03-12,1
DOM,JFK,2020-03-29,1
ECU,EWR,2020-03-07,1
ESP,EWR,2020-03-03,7
ESP,EWR,2020-03-12,2
ESP,EWR,2020-03-21,1
ESP,JFK,2020-03-07,1
ESP,JFK,2020-03-11,1
ESP,JFK,2020-03-13,3
ESP,JFK,2020-03-16,20
ESP,JFK,2020-03-19,1
ESP,JFK,2020-03-20,1
ESP,JFK,2020-03-28,1
ESP,JFK,2020-03-31,3
FL,ACY,2020-03-11,3
FL,ACY,2020-03-12,4
FL,ACY,2020-03-15,1
FL,ACY,2020-03-16,7
FL,ACY,2020-03-20,1
FL,ACY,2020-03-22,3
FL,ALB,2020-03-07,1
FL,ALB,2020-03-12,4
FL,ALB,2020-03-13,1
FL,ALB,2020-03-14,1
FL,ALB,2020-03-16,2
FL,ALB,2020-03-18,5
FL,ALB,2020-03-19,15
FL,ALB,2020-03-20,3
FL,ALB,2020-03-21,1
FL,ALB,2020-03-23,2
FL,ALB,2020-03-25,1
FL,ALB,2020-03-29,3
FL,BDL,2020-03-04,1
FL,BDL,2020-03-06,1
FL,BDL,2020-03-09,6
FL,BDL,2020-03-12,1
FL,BDL,2020-03-17,3
FL,BDL,2020-03-18,22
FL,BDL,2020-03-19,1
FL,BDL,2020-03-20,3
FL,BDL,2020-03-23,9
FL,BDL,2020-03-24,6
FL,BDL,2020-03-28,7
FL,BUF,2020-03-10,1
FL,BUF,2020-03-11,3
FL,BUF,2020-03-13,5
FL,BUF,2020-03-14,7
FL,BUF,2020-03-15,5
FL,BUF,2020-03-16,2
FL,BUF,2020-03-18,2
FL,BUF,2020-03-19,1
FL,BUF,2020-03-20,2
FL,BUF,2020-03-21,1
FL,BUF,2020-03-22,4
FL,BUF,2020-03-23,2
FL,BUF,2020-03-25,1
FL,BUF,2020-03-26,2
FL,BUF,2020-03-27,4
FL,BUF,2020-03-30,1
FL,BUF,2020-03-31,1
FL,ELM,2020-03-15,1
FL,ELM,2020-03-19,1
FL,EWR,2020-03-03,3
FL,EWR,2020-03-04,1
FL,EWR,2020-03-07,19
FL,EWR,2020-03-08,1
FL,EWR,2020-03-09,1
FL,EWR,2020-03-11,6
FL,EWR,2020-03-12,2
FL,EWR,2020-03-13,2
FL,EWR,2020-03-15,4
FL,EWR,2020-03-16,3
FL,EWR,2020-03-18,5
FL,EWR,2020-03-19,19
FL,EWR,2020-03-21,2
FL,EWR,2020-03-22,32
FL,EWR,2020-03-23,62
FL,EWR,2020-03-24,4
FL,EWR,2020-03-26,5
FL,EWR,2020-03-27,1
FL,EWR,2020-03-29,9
FL,EWR,2020-03-30,5
FL,EWR,2020-03-31,1
FL,HPN,2020-03-06,2
FL,HPN,2020-03-07,1
FL,HPN,2020-03-08,4
FL,HPN,2020-03-09,1
FL,HPN,2020-03-10,3
FL,HPN,2020-03-16,2
FL,HPN,2020-03-17,1
FL,HPN,2020-03-18,5
FL,HPN,2020-03-22,3
FL,HPN,2020-03-23,1
FL,HPN,2020-03-24,2
FL,HPN,2020-03-25,2
FL,HVN,2020-03-17,1
FL,IAG,2020-03-10,1
FL,IAG,2020-03-15,3
FL,IAG,2020-03-17,2
FL,IAG,2020-03-20,1
FL,IAG,2020-03-21,6
FL,IAG,2020-03-24,2
FL,ISP,2020-03-08,1
FL,ISP,2020-03-14,7
FL,ISP,2020-03-15,7
FL,ISP,2020-03-18,4
FL,ISP,2020-03-19,6
FL,ISP,2020-03-22,3
FL,ISP,2020-03-23,3
FL,ISP,2020-03-26,1
FL,ISP,2020-03-28,3
FL,JFK,2020-03-06,1
FL,JFK,2020-03-08,5
FL,JFK,2020-03-09,12
FL,JFK,2020-03-10,1
FL,JFK,2020-03-11,9
FL,JFK,2020-03-12,1
FL,JFK,2020-03-13,25
FL,JFK,2020-03-15,5
FL,JFK,2020-03-16,29
FL,JFK,2020-03-17,2
FL,JFK,2020-03-19,2
FL,JFK,2020-03-21,2
FL,JFK,2020-03-22,8
FL,JFK,2020-03-25,2
FL,JFK,2020-03-27,3
FL,JFK,2020-03-31,3
FL,LGA,2020-03-03,1
FL,LGA,2020-03-06,2
FL,LGA,2020-03-07,3
FL,LGA,2020-03-10,13
FL,LGA,2020-03-12,3
FL,LGA,2020-03-14,1
FL,LGA,2020-03-15,18
FL,LGA,2020-03-17,1
FL,LGA,2020-03-18,5
FL,LGA,2020-03-19,19
FL,LGA,2020-03-20,3
FL,LGA,2020-03-21,3
FL,LGA,2020-03-22,1
FL,LGA,2020-03-26,2
FL,LGA,2020-03-27,2
FL,LGA,2020-03-30,22
FL,OGS,2020-03-11,1
FL,OGS,2020-03-16,1
FL,OGS,2020-03-26,1
FL,PBG,2020-03-08,2
FL,PBG,2020-03-11,2
FL,PBG,2020-03-20,1
FL,PBG,2020-03-22,2
FL,PBG,2020-03-25,1
FL,ROC,2020-03-05,1
FL,ROC,2020-03-09,2
FL,ROC,2020-03-11,3
FL,ROC,2020-03-12,1
FL,ROC,2020-03-13,2
FL,ROC,2020-03-16,1
FL,ROC,2020-03-18,5
FL,ROC,2020-03-21,1
FL,ROC,2020-03-28,1
FL,ROC,2020-03-31,3
FL,SWF,2020-03-08,1
FL,SWF,2020-03-13,2
FL,SWF,2020-03-16,2
FL,SWF,2020-03-18,2
FL,SYR,2020-03-03,1
FL,SYR,2020-03-15,2
FL,SYR,2020-03-17,2
FL,SYR,2020-03-18,4
FL,SYR,2020-03-19,5
FL,SYR,2020-03-24,1
FL,SYR,2020-03-29,1
FL,TTN,2020-03-01,1
FL,TTN,2020-03-10,1
FL,TTN,2020-03-11,1
FL,TTN,2020-03-12,1
FL,TTN,2020-03-19,2
FL,TTN,2020-03-21,1
FL,TTN,2020-03-22,1
FL,TTN,2020-03-29,1
FRA,EWR,2020-03-04,1
FRA,EWR,2020-03-06,1
FRA,EWR,2020-03-22,2
FRA,EWR,2020-03-24,1
FRA,JFK,2020-03-03,2
FRA,JFK,2020-03-04,2
FRA,JFK,2020-03-05,1
FRA,JFK,2020-03-08,1
FRA,JFK,2020-03-09,1
FRA,JFK,2020-03-13,1
FRA,JFK,2020-03-18,1
FRA,JFK,2020-03-30,1
FRA,LGA,2020-03-27,1
GA,ALB,2020-03-21,1
GA,BDL,2020-03-13,1
GA,BDL,2020-03-14,1
GA,BDL,2020-03-15,10
GA,BDL,2020-03-18,3
GA,BUF,2020-03-09,1
GA,BUF,2020-03-13,1
GA,EWR,2020-03-09,3
GA,EWR,2020-03-10,3
GA,EWR,2020-03-12,1
GA,EWR,2020-03-14,5
GA,EWR,2020-03-17,2
GA,EWR,2020-03-29,1
GA,EWR,2020-03-31,5
GA,HPN,2020-03-07,1
GA,HPN,2020-03-09,2
GA,HPN,2020-03-13,1
GA,JFK,2020-03-09,1
GA,JFK,2020-03-11,1
GA,JFK,2020-03-13,1
GA,JFK,2020-03-14,5
GA,JFK,2020-03-15,9
GA,JFK,2020-03-16,1
GA,JFK,2020-03-25,1
GA,JFK,2020-03-28,2
GA,LGA,2020-03-08,6
GA,LGA,2020-03-15,2
GA,LGA,2020-03-17,1
GA,LGA,2020-03-18,2
GA,LGA,2020-03-20,1
GA,LGA,2020-03-21,5
GA,LGA,2020-03-22,14
GA,LGA,2020-03-25,1
GA,LGA,2020-03-26,10
GA,LGA,2020-03-27,1
GA,LGA,2020-03-30,2
GA,LGA,2020-03-31,3
GA,ROC,2020-03-12,1
GA,ROC,2020-03-14,1
GA,ROC,2020-03-17,1
GA,ROC,2020-03-19,1
GA,ROC,2020-03-29,1
GA,SYR,2020-03-16,1
GA,TTN,2020-03-09,1
GA,TTN,2020-03-20,1
GA,TTN,2020-03-22,1
GBR,EWR,2020-03-03,2
GBR,EWR,2020-03-07,1
GBR,EWR,2020-03-27,1
GBR,JFK,2020-03-01,1
GBR,JFK,2020-03-04,1
GBR,JFK,2020-03-07,6
GBR,JFK,2020-03-16,2
GBR,JFK,2020-03-22,1
GBR,JFK,2020-03-24,2
GBR,JFK,2020-03-26,1
GBR,JFK,2020-03-27,3
GBR,JFK,2020-03-30,2
GBR,JFK,2020-03-31,1
GBR,ROC,2020-03-31,1
GHA,JFK,2020-03-21,1
GRC,EWR,2020-03-04,1
GRC,JFK,2020-03-07,1
HI,ALB,2020-03-11,1
HI,EWR,2020-03-10,1
HI,JFK,2020-03-13,1
HI,JFK,2020-03-25,1
HUN,JFK,2020-03-29,1
IA,BDL,2020-03-12,1
IA,BDL,2020-03-21,1
IA,EWR,2020-03-20,1
IA,LGA,2020-03-17,1
ID,LGA,2020-03-14,1
IL,ALB,2020-03-16,3
IL,ALB,2020-03-19,2
IL,ALB,2020-03-31,1
IL,BDL,2020-03-13,1
IL,BDL,2020-03-14,1
IL,BDL,2020-03-15,3
IL,BDL,2020-03-17,5
IL,BDL,2020-03-19,1
IL,BDL,2020-03-21,11
IL,BUF,2020-03-10,1
IL,BUF,2020-03-13,1
IL,BUF,2020-03-14,3
IL,BUF,2020-03-20,2
IL,EWR,2020-03-11,8
IL,EWR,2020-03-12,2
IL,EWR,2020-03-17,9
IL,EWR,2020-03-19,3
IL,EWR,2020-03-20,5
IL,EWR,2020-03-23,2
IL,EWR,2020-03-25,8
IL,EWR,2020-03-26,1
IL,EWR,2020-03-31,2
IL,HPN,2020-03-21,3
IL,HPN,2020-03-22,1
IL,ISP,2020-03-10,3
IL,ISP,2020-03-14,2
IL,ISP,2020-03-15,1
IL,ISP,2020-03-20,2
IL,ISP,2020-03-31,1
IL,ITH,2020-03-17,1
IL,JFK,2020-03-13,4
IL,JFK,2020-03-16,3
IL,JFK,2020-03-17,3
IL,JFK,2020-03-20,5
IL,JFK,2020-03-28,2
IL,LGA,2020-03-03,1
IL,LGA,2020-03-05,3
IL,LGA,2020-03-06,3
IL,LGA,2020-03-11,6
IL,LGA,2020-03-12,17
IL,LGA,2020-03-14,3
IL,LGA,2020-03-16,35
IL,LGA,2020-03-17,8
IL,LGA,2020-03-21,1
IL,LGA,2020-03-22,2
IL,LGA,2020-03-23,7
IL,LGA,2020-03-24,9
IL,LGA,2020-03-27,1
IL,LGA,2020-03-28,16
IL,LGA,2020-03-30,1
IL,OGS,2020-03-31,1
IL,ROC,2020-03-12,1
IL,ROC,2020-03-23,3
IL,ROC,2020-03-30,1
IL,SYR,2020-03-13,1
IL,SYR,2020-03-14,1
IN,EWR,2020-03-18,1
IN,EWR,2020-03-20,3
IN,EWR,2020-03-23,1
IN,EWR,2020-03-24,1
IN,JFK,2020-03-20,2
IN,JFK,2020-03-25,1
IN,LGA,2020-03-25,2
IN,LGA,2020-03-26,1
IN,LGA,2020-03-28,3
IN,LGA,2020-03-31,2
IN,SYR,2020-03-24,1
IRL,EWR,2020-03-07,1
IRL,EWR,2020-03-14,1
IRL,JFK,2020-03-13,1
IRL,JFK,2020-03-29,1
IRL,JFK,2020-03-31,2
IRL,ROC,2020-03-31,1
ISL,EWR,2020-03-01,8
ISL,EWR,2020-03-11,1
ISL,EWR,2020-03-14,1
ISL,JFK,2020-03-01,3
ISL,JFK,2020-03-02,1
ISL,JFK,2020-03-04,1
ISL,JFK,2020-03-13,3
ISL,JFK,2020-03-19,1
ISR,EWR,2020-03-04,1
ISR,EWR,2020-03-07,1
ISR,EWR,2020-03-14,1
ISR,EWR,2020-03-22,1
ISR,JFK,2020-03-01,1
ISR,JFK,2020-03-06,1
ISR,JFK,2020-03-13,1
ISR,JFK,2020-03-22,1
ITA,EWR,2020-03-02,7
ITA,EWR,2020-03-05,4
ITA,EWR,2020-03-06,1
ITA,EWR,2020-03-08,1
ITA,EWR,2020-03-31,1
ITA,JFK,2020-03-02,1
ITA,JFK,2020-03-04,3
ITA,JFK,2020-03-05,2
ITA,JFK,2020-03-07,1
ITA,JFK,2020-03-08,1
ITA,JFK,2020-03-10,2
ITA,JFK,2020-03-12,7
ITA,JFK,2020-03-13,5
ITA,JFK,2020-03-14,1
ITA,JFK,2020-03-16,1
ITA,JFK,2020-03-20,2
ITA,JFK,2020-03-24,2
KOR,JFK,2020-03-27,1
KY,BUF,2020-03-24,1
KY,EWR,2020-03-13,1
KY,EWR,2020-03-21,2
KY,EWR,2020-03-23,1
KY,EWR,2020-03-24,1
KY,LGA,2020-03-08,1
KY,LGA,2020-03-13,1
KY,LGA,2020-03-14,3
LA,ALB,2020-03-12,1
LA,ALB,2020-03-29,1
LA,ART,2020-03-13,1
LA,BDL,2020-03-02,1
LA,BDL,2020-03-08,1
LA,BDL,2020-03-20,1
LA,BDL,2020-03-22,1
LA,BDL,2020-03-24,1
LA,BDL,2020-03-25,3
LA,BDL,2020-03-31,2
LA,BUF,2020-03-15,4
LA,BUF,2020-03-16,1
LA,BUF,2020-03-17,1
LA,BUF,2020-03-27,2
LA,BUF,2020-03-28,1
LA,EWR,2020-03-02,1
LA,EWR,2020-03-05,1
LA,EWR,2020-03-11,11
LA,EWR,2020-03-13,3
LA,EWR,2020-03-15,1
LA,EWR,2020-03-17,3
LA,EWR,2020-03-20,4
LA,EWR,2020-03-21,2
LA,EWR,2020-03-25,4
LA,EWR,2020-03-26,1
LA,EWR,2020-03-27,12
LA,EWR,2020-03-30,2
LA,ISP,2020-03-24,5
LA,JFK,2020-03-11,4
LA,JFK,2020-03-12,2
LA,JFK,2020-03-13,1
LA,JFK,2020-03-16,2
LA,JFK,2020-03-21,9
LA,JFK,2020-03-23,3
LA,JFK,2020-03-25,7
LA,JFK,2020-03-26,1
LA,JFK,2020-03-28,3
LA,JFK,2020-03-30,1
LA,LGA,2020-03-08,2
LA,LGA,2020-03-09,1
LA,LGA,2020-03-10,2
LA,LGA,2020-03-13,7
LA,LGA,2020-03-15,8
LA,LGA,2020-03-17,1
LA,LGA,2020-03-18,1
LA,LGA,2020-03-20,4
LA,LGA,2020-03-22,4
LA,LGA,2020-03-24,2
LA,SWF,2020-03-13,1
LA,SYR,2020-03-21,2
MA,ACY,2020-03-17,1
MA,ALB,2020-03-22,1
MA,BDR,2020-03-12,1
MA,BDR,2020-03-19,3
MA,BLM,2020-03-16,1
MA,BLM,2020-03-18,1
MA,BLM,2020-03-21,1
MA,BLM,2020-03-22,1
MA,BUF,2020-03-05,1
MA,BUF,2020-03-12,1
MA,BUF,2020-03-13,1
MA,BUF,2020-03-19,1
MA,BUF,2020-03-23,1
MA,BUF,2020-03-24,2
MA,BUF,2020-03-27,1
MA,CDW,2020-03-13,1
MA,CDW,2020-03-24,1
MA,DXR,2020-03-19,1
MA,EWR,2020-03-06,2
MA,EWR,2020-03-07,1
MA,EWR,2020-03-11,1
MA,EWR,2020-03-12,3
MA,EWR,2020-03-13,2
MA,EWR,2020-03-14,1
MA,EWR,2020-03-16,17
MA,EWR,2020-03-17,2
MA,EWR,2020-03-22,6
MA,EWR,2020-03-24,3
MA,EWR,2020-03-26,3
MA,EWR,2020-03-27,1
MA,EWR,2020-03-29,2
MA,EWR,2020-03-31,5
MA,FID,2020-03-15,1
MA,FOK,2020-03-13,2
MA,FOK,2020-03-18,1
MA,FOK,2020-03-21,1
MA,FOK,2020-03-22,3
MA,FOK,2020-03-26,1
MA,FRG,2020-03-04,1
MA,FRG,2020-03-14,1
MA,FRG,2020-03-17,2
MA,FRG,2020-03-20,6
MA,FRG,2020-03-21,3
MA,FRG,2020-03-22,3
MA,FRG,2020-03-24,1
MA,FRG,2020-03-29,1
MA,HCC,2020-03-29,1
MA,HFD,2020-03-10,1
MA,HFD,2020-03-12,2
MA,HFD,2020-03-23,1
MA,HTO,2020-03-11,1
MA,HTO,2020-03-14,2
MA,HTO,2020-03-16,2
MA,HTO,2020-03-20,1
MA,HTO,2020-03-21,1
MA,HTO,2020-03-26,1
MA,HTO,2020-03-27,1
MA,HTO,2020-03-29,1
MA,HTO,2020-03-31,1
MA,ITH,2020-03-24,2
MA,JFK,2020-03-08,1
MA,JFK,2020-03-13,1
MA,JFK,2020-03-14,7
MA,JFK,2020-03-16,3
MA,JFK,2020-03-20,14
MA,JFK,2020-03-22,7
MA,JFK,2020-03-24,5
MA,JFK,2020-03-25,1
MA,JFK,2020-03-30,1
MA,LGA,2020-03-05,1
MA,LGA,2020-03-13,4
MA,LGA,2020-03-14,2
MA,LGA,2020-03-15,1
MA,LGA,2020-03-16,12
MA,LGA,2020-03-17,23
MA,LGA,2020-03-21,11
MA,LGA,2020-03-23,26
MA,LGA,2020-03-24,2
MA,LGA,2020-03-25,2
MA,LGA,2020-03-26,1
MA,LGA,2020-03-27,1
MA,LGA,2020-03-30,1
MA,LGA,2020-03-31,8
MA,LKP,2020-03-15,2
MA,MMU,2020-03-08,1
MA,MMU,2020-03-12,1
MA,MMU,2020-03-14,1
MA,MMU,2020-03-31,1
MA,MTP,2020-03-09,1
MA,MTP,2020-03-29,1
MA,PBG,2020-03-25,1
MA,PCT,2020-03-21,1
MA,PCT,2020-03-30,1
MA,POU,2020-03-18,1
MA,POU,2020-03-21,1
MA,RME,2020-03-14,1
MA,ROC,2020-03-14,1
MA,ROC,2020-03-15,1
MA,ROC,2020-03-16,2
MA,ROC,2020-03-20,1
MA,ROC,2020-03-24,1
MA,SCH,2020-03-22,1
MA,SCH,2020-03-28,1
MA,SYR,2020-03-19,1
MA,SYR,2020-03-20,1
MA,SYR,2020-03-25,2
MA,SYR,2020-03-26,1
MA,SYR,2020-03-31,1
MA,TEB,2020-03-07,1
MA,TEB,2020-03-13,4
MA,TEB,2020-03-15,1
MA,TEB,2020-03-17,1
MA,TEB,2020-03-21,1
MA,TEB,2020-03-23,4
MA,TEB,2020-03-25,2
MA,TTN,2020-03-14,1
MA,TTN,2020-03-15,2
MA,TTN,2020-03-17,1
MA,TTN,2020-03-20,1
MA,TTN,2020-03-21,1
MA,TTN,2020-03-24,1
MA,TTN,2020-03-27,1
